label,code,class,key
Leukocytopenia unspecified,28850,ICD,nonpreop
Leukocytosis unspecified,28860,ICD,nonpreop
Other disease white blood cells,2888,ICD,nonpreop
Polycythemia secondary,2890,ICD,nonpreop
Ot dis blood/blood forming organs,28989,ICD,nonpreop
Uns dis blood/blood forming organs,2899,ICD,nonpreop
Delirium in other conditions,2930,ICD,nonpreop
Uns schizophrenia,29590,ICD,nonpreop
Depressive type psychosis,29620,ICD,nonpreop
Maj depress dis recurr epi uns,29630,ICD,nonpreop
Maj depress dis recur epi sev,29633,ICD,nonpreop
Bipolar i disorder unspecified,2967,ICD,nonpreop
Bipolar disorder unspecified,29680,ICD,nonpreop
Unspecified psychosis,2989,ICD,nonpreop
Anxiety state unspecified,30000,ICD,nonpreop
Panic disorder wo agoraphobia,30001,ICD,nonpreop
Generalized anxiety disorder,30002,ICD,nonpreop
Dysthymic disorder,3004,ICD,nonpreop
Psychosex dysfunc inhibited excite,30272,ICD,nonpreop
Oth/uns alcohol dependence uns,30390,ICD,nonpreop
Opioid type dependence uns,30400,ICD,nonpreop
Opioid type dependence continuous,30401,ICD,nonpreop
Unspec drug dependence uns,30490,ICD,nonpreop
Alcohol abuse unspec,30500,ICD,nonpreop
Oth mixed/uns drug abuse uns,30590,ICD,nonpreop
Adjustment disorder mixed,30928,ICD,nonpreop
Personality chg due to oth cond,3101,ICD,nonpreop
Depressive disorder other,311,ICD,nonpreop
Obstructive hydrocephalus,3314,ICD,nonpreop
Other acute postoperative pain,33818,ICD,nonpreop
Multiple sclerosis,340,ICD,nonpreop
Encephalopathy unspecified,34830,ICD,nonpreop
Metabolic encephalopathy,34831,ICD,nonpreop
Other visual disturbances,3688,ICD,nonpreop
Uns peripheral vertigo,38610,ICD,nonpreop
Benign paroxysmal position vertigo,38611,ICD,nonpreop
Unspecified septicemia,389,ICD,nonpreop
Mitral stenosis,3940,ICD,nonpreop
Rheumatic mitral insufficiency,3941,ICD,nonpreop
Mitral stenosis with insufficiency,3942,ICD,nonpreop
Other and unspecified mitral valve diseases,3949,ICD,nonpreop
Rheumatic aortic stenosis,3950,ICD,nonpreop
Rheumatic aortic insufficiency,3951,ICD,nonpreop
Rheumatic aortic stenosis with insufficiency,3952,ICD,nonpreop
Other and unspecified rheumatic aortic diseases,3959,ICD,nonpreop
Mitral valve stenosis and aortic valve stenosis,3960,ICD,nonpreop
Mitral valve stenosis and aortic valve insufficiency,3961,ICD,nonpreop
Mitral valve insufficiency and aortic valve stenosis,3962,ICD,nonpreop
Mitral valve insufficiency and aortic valve insufficiency,3963,ICD,nonpreop
Multiple involvement of mitral and aortic valves,3968,ICD,nonpreop
Unspecified mitral and aortic valve diseases,3969,ICD,nonpreop
Diseases of tricuspid valve,3970,ICD,nonpreop
Rheumatic heart failure (congestive),39891,ICD,nonpreop
"Essential hypertension, malignant",4010,ICD,nonpreop
Malignant hypertensive heart disease without heart failure,40200,ICD,nonpreop
Malignant hypertensive heart disease with heart failure,40201,ICD,nonpreop
Benign hypertensive heart disease without heart failure,40210,ICD,nonpreop
Benign hypertensive heart disease with heart failure,40211,ICD,nonpreop
Unspecified hypertensive heart disease without heart failure,40290,ICD,nonpreop
"Hypertensive heart disease, unspecified, with heart failure",40291,ICD,nonpreop
Mal kid hyper w ckd stage i-iv,40300,ICD,nonpreop
"Hypertensive heart and chronic kidney disease, malignant, without heart failure and with chronic kidney disease stage I-IV",40400,ICD,nonpreop
"Hypertensive heart and chronic kidney disease, malignant, with heart failure and with chronic kidney disease stage I-IV",40401,ICD,nonpreop
"Hypertensive heart and chronic kidney disease, benign, without heart failure and with chronic kidney disease stage I-IV",40410,ICD,nonpreop
"Hypertensive heart and chronic kidney disease, benign, without heart failure and with chronic kidney disease stage V",40412,ICD,nonpreop
"Hypertensive heart and chronic kidney disease, benign, with heart failure and with chronic kidney disease stage V",40413,ICD,nonpreop
"Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage I-IV",40490,ICD,nonpreop
"Hypertensive heart and chronic kidney disease, unspecified, with heart failure and with chronic kidney disease stage I-IV",40491,ICD,nonpreop
"Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage V",40492,ICD,nonpreop
"Hypertensive heart and chronic kidney disease, unspecified, with heart failure and with chronic kidney disease stage V",40493,ICD,nonpreop
"Acute myocardial infarction of anterolateral wall, episode of care unspecified",41000,ICD,nonpreop
"Acute myocardial infarction of anterolateral wall, initial episode of care",41001,ICD,nonpreop
"Acute myocardial infarction of anterolateral wall, subsequent episode of care",41002,ICD,nonpreop
"Acute myocardial infarction of other anterior wall, episode of care unspecified",41010,ICD,nonpreop
"Acute myocardial infarction of other anterior wall, initial episode of care",41011,ICD,nonpreop
"Acute myocardial infarction of other anterior wall, subsequent episode of care",41012,ICD,nonpreop
"Acute myocardial infarction of inferolateral wall, episode of care unspecified",41020,ICD,nonpreop
"Acute myocardial infarction of inferolateral wall, initial episode of care",41021,ICD,nonpreop
"Acute myocardial infarction of inferolateral wall, subsequent episode of care",41022,ICD,nonpreop
"Acute myocardial infarction of inferoposterior wall, episode of care unspecified",41030,ICD,nonpreop
"Acute myocardial infarction of inferoposterior wall, initial episode of care",41031,ICD,nonpreop
"Acute myocardial infarction of inferoposterior wall, subsequent episode of care",41032,ICD,nonpreop
"Acute myocardial infarction of other inferior wall, episode of care unspecified",41040,ICD,nonpreop
"Acute myocardial infarction of other inferior wall, initial episode of care",41041,ICD,nonpreop
"Acute myocardial infarction of other inferior wall, subsequent episode of care",41042,ICD,nonpreop
"Acute myocardial infarction of other lateral wall, episode of care unspecified",41050,ICD,nonpreop
"Acute myocardial infarction of other lateral wall, initial episode of care",41051,ICD,nonpreop
"Acute myocardial infarction of other lateral wall, subsequent episode of care",41052,ICD,nonpreop
"Acute myocardial infarction, subendocardial infarction, episode of care unspecified",41070,ICD,nonpreop
"Acute myocardial infarction, subendocardial infarction, initial episode of care",41071,ICD,nonpreop
"Acute myocardial infarction, subendocardial infarction, subsequent episode of care",41072,ICD,nonpreop
"Acute myocardial infarction of other specified sites, episode of care unspecified",41080,ICD,nonpreop
"Acute myocardial infarction of other specified sites, initial episode of care",41081,ICD,nonpreop
"Acute myocardial infarction of other specified sites, subsequent episode of care",41082,ICD,nonpreop
"Acute myocardial infarction, unspecified site, episode of care unspecified",41090,ICD,nonpreop
"Acute myocardial infarction, unspecified site, initial episode of care",41091,ICD,nonpreop
"Acute myocardial infarction, unspecified site, subsequent episode of care",41092,ICD,nonpreop
Postmyocardial infarction syndrome,4110,ICD,nonpreop
Intermediate coronary syndrome,4111,ICD,nonpreop
Acute coronary occlusion without myocardial infarction,41181,ICD,nonpreop
Other acute and subacute form of ischemic heart disease,41189,ICD,nonpreop
Old myocardial infarction,412,ICD,nonpreop
Angina decubitus,4130,ICD,nonpreop
Prinzmetal angina,4131,ICD,nonpreop
Other and unspecified angina pectoris,4139,ICD,nonpreop
"Coronary atherosclerosis of unspecified type of vessel, native or graft",41400,ICD,nonpreop
Coronary atherosclerosis of native coronary artery,41401,ICD,nonpreop
Coronary atherosclerosis of autologous vein bypass graft,41402,ICD,nonpreop
Coronary atherosclerosis of nonautologous biological bypass graft,41403,ICD,nonpreop
Coronary atherosclerosis of artery bypass graft,41404,ICD,nonpreop
Coronary atherosclerosis of unspecified type of bypass graft,41405,ICD,nonpreop
"Coronary atherosclerosis, of native coronary artery of transplanted heart",41406,ICD,nonpreop
"Coronary atherosclerosis, of bypass graft (artery) (vein) of transplanted heart",41407,ICD,nonpreop
Aneurysm of heart,41410,ICD,nonpreop
Aneurysm of coronary vessels,41411,ICD,nonpreop
Other aneurysm of heart,41419,ICD,nonpreop
Chronic total occlusion of coronary artery,4142,ICD,nonpreop
Coronary atherosclerosis due to lipid rich plaque,4143,ICD,nonpreop
Other specified forms of chronic ischemic heart disease,4148,ICD,nonpreop
Unspecified chronic ischemic heart disease,4149,ICD,nonpreop
Iatrogenic pulmonary embolism and infarction,41511,ICD,nonpreop
Other pulmonary embolism and infarction,41519,ICD,nonpreop
Primary pulmonary hypertension,4160,ICD,nonpreop
Other chronic pulmonary heart diseases,4168,ICD,nonpreop
Unspecified chronic pulmonary heart disease,4169,ICD,nonpreop
Unspecified acute pericarditis,42090,ICD,nonpreop
Acute idiopathic pericarditis,42091,ICD,nonpreop
Acute and subacute bacterial endocarditis,4210,ICD,nonpreop
Other specified diseases of pericardium,4238,ICD,nonpreop
Unspecified disease of pericardium,4239,ICD,nonpreop
Mitral valve disorders,4240,ICD,nonpreop
Aortic valve disorders,4241,ICD,nonpreop
"Tricuspid valve disorders, specified as nonrheumatic",4242,ICD,nonpreop
Pulmonary valve disorders,4243,ICD,nonpreop
"Endocarditis, valve unspecified, unspecified cause",42490,ICD,nonpreop
Endomyocardial fibrosis,4250,ICD,nonpreop
Hypertrophic obstructive cardiomyopathy,4251,ICD,nonpreop
Other primary cardiomyopathies,4254,ICD,nonpreop
Alcoholic cardiomyopathy,4255,ICD,nonpreop
Cardiomyopathy in other diseases classified elsewhere,4258,ICD,nonpreop
Unspecified secondary cardiomyopathy,4259,ICD,nonpreop
"Atrioventricular block, complete",4260,ICD,nonpreop
Unspecified atrioventricular block,42610,ICD,nonpreop
First degree atrioventricular block,42611,ICD,nonpreop
Mobitz (type) II atrioventricular block,42612,ICD,nonpreop
Other second degree atrioventricular block,42613,ICD,nonpreop
Left bundle branch hemiblock,4262,ICD,nonpreop
Other left bundle branch block,4263,ICD,nonpreop
Right bundle branch block,4264,ICD,nonpreop
Unspecified bundle branch block,42650,ICD,nonpreop
Right bundle branch block and left posterior fascicular block,42651,ICD,nonpreop
Right bundle branch block and left anterior fascicular block,42652,ICD,nonpreop
Other bilateral bundle branch block,42653,ICD,nonpreop
Other heart block,4266,ICD,nonpreop
Anomalous atrioventricular excitation,4267,ICD,nonpreop
Long QT syndrome,42682,ICD,nonpreop
Other specified conduction disorder,42689,ICD,nonpreop
Unspecified conduction disorder,4269,ICD,nonpreop
Paroxysmal supraventricular tachycardia,4270,ICD,nonpreop
Paroxysmal ventricular tachycardia,4271,ICD,nonpreop
Unspecified paroxysmal tachycardia,4272,ICD,nonpreop
Atrial fibrillation,42731,ICD,nonpreop
Atrial flutter,42732,ICD,nonpreop
Ventricular fibrillation,42741,ICD,nonpreop
Ventricular flutter,42742,ICD,nonpreop
Cardiac arrest,4275,ICD,nonpreop
Unspecified premature beats,42760,ICD,nonpreop
Supraventricular premature beats,42761,ICD,nonpreop
Other premature beats,42769,ICD,nonpreop
Sinoatrial node dysfunction,42781,ICD,nonpreop
Other specified cardiac dysrhythmias,42789,ICD,nonpreop
Unspecified cardiac dysrhythmia,4279,ICD,nonpreop
"Congestive heart failure, unspecified",4280,ICD,nonpreop
Left heart failure,4281,ICD,nonpreop
Unspecified systolic heart failure,42820,ICD,nonpreop
Acute systolic heart failure,42821,ICD,nonpreop
Chronic systolic heart failure,42822,ICD,nonpreop
Acute on chronic systolic heart failure,42823,ICD,nonpreop
Unspecified diastolic heart failure,42830,ICD,nonpreop
Acute diastolic heart failure,42831,ICD,nonpreop
Chronic diastolic heart failure,42832,ICD,nonpreop
Acute on chronic diastolic heart failure,42833,ICD,nonpreop
Unspecified combined systolic and diastolic heart failure,42840,ICD,nonpreop
Acute combined systolic and diastolic heart failure,42841,ICD,nonpreop
Chronic combined systolic and diastolic heart failure,42842,ICD,nonpreop
Acute on chronic combined systolic and diastolic heart failure,42843,ICD,nonpreop
Unspecified heart failure,4289,ICD,nonpreop
Unspecified myocarditis,4290,ICD,nonpreop
Myocardial degeneration,4291,ICD,nonpreop
Unspecified cardiovascular disease,4292,ICD,nonpreop
Cardiomegaly,4293,ICD,nonpreop
Functional disturbances following cardiac surgery,4294,ICD,nonpreop
Acquired cardiac septal defect,42971,ICD,nonpreop
Other disorders of papillary muscle,42981,ICD,nonpreop
Hyperkinetic heart disease,42982,ICD,nonpreop
Other ill-defined heart disease,42989,ICD,nonpreop
Unspecified heart disease,4299,ICD,nonpreop
Subarachnoid hemorrhage,430,ICD,nonpreop
Intracerebral hemorrhage,431,ICD,nonpreop
Subdural hemorrhage,4321,ICD,nonpreop
Occlusion and stenosis of carotid artery without mention of cerebral infarction,43310,ICD,nonpreop
Occlusion and stenosis of carotid artery with cerebral infarction,43311,ICD,nonpreop
Occlusion vertebral artery wo infar,43320,ICD,nonpreop
Occlusion and stenosis of multiple and bilateral precerebral arteries without mention of c,43330,ICD,nonpreop
Cerebral embolism with cerebral infarction,43411,ICD,nonpreop
Unspecified cerebral artery occlusion without mention of cerebral infarction,43490,ICD,nonpreop
Unspecified cerebral artery occlusion with cerebral infarction,43491,ICD,nonpreop
Vertebral artery syndrome,4351,ICD,nonpreop
Other specified transient cerebral ischemias,4358,ICD,nonpreop
Unspecified transient cerebral ischemia,4359,ICD,nonpreop
"Acute, but ill-defined, cerebrovascular disease",436,ICD,nonpreop
Cerebral atherosclerosis,4370,ICD,nonpreop
Cerebral aneurysm nonruptured,4373,ICD,nonpreop
Uns cerebrovascular disease,4379,ICD,nonpreop
Vertigo,43885,ICD,nonpreop
Uns late effects cv disease,4389,ICD,nonpreop
Atherosclerosis of aorta,4400,ICD,nonpreop
Atherosclerosis of renal artery,4401,ICD,nonpreop
"Atherosclerosis of native arteries of the extremities, unspecified",44020,ICD,nonpreop
Atherosclerosis of native arteries of the extremities with intermittent claudication,44021,ICD,nonpreop
Atherosclerosis of native arteries of the extremities with rest pain,44022,ICD,nonpreop
Atherosclerosis of native arteries of the extremities with ulceration,44023,ICD,nonpreop
Atherosclerosis of native arteries of the extremities with gangrene,44024,ICD,nonpreop
Atherosclerosis of other specified arteries,4408,ICD,nonpreop
Generalized and unspecified atherosclerosis,4409,ICD,nonpreop
"Dissecting aortic aneurysm (any part), unspecified site",44100,ICD,nonpreop
"Dissecting aortic aneurysm (any part), thoracic",44101,ICD,nonpreop
"Dissecting aortic aneurysm (any part), abdominal",44102,ICD,nonpreop
Thoracic aneurysm without mention of rupture,4412,ICD,nonpreop
Abdominal aneurysm without mention of rupture,4414,ICD,nonpreop
Thoracoabdominal aneurysm without mention of rupture,4417,ICD,nonpreop
Aortic aneurysm of unspecified site without mention of rupture,4419,ICD,nonpreop
Raynaud's syndrome,4430,ICD,nonpreop
Other peripheral vascular disease,44389,ICD,nonpreop
Embolism and thrombosis of arteries of lower extremity,44422,ICD,nonpreop
Wegener's granulomatosis,4464,ICD,nonpreop
Giant cell arteritis,4465,ICD,nonpreop
Stricture of artery,4471,ICD,nonpreop
Other specified disorders of arteries and arterioles,4478,ICD,nonpreop
Unspecified disorders of arteries and arterioles,4479,ICD,nonpreop
Embolism/thrombosis inf vena cava,4532,ICD,nonpreop
Embolism/thrombosis uns site,4539,ICD,nonpreop
Orthostatic hypotension,4580,ICD,nonpreop
Other iatrogenic hypotension,45829,ICD,nonpreop
Unspecified hypotension,4589,ICD,nonpreop
Hemorrhage unspecified,4590,ICD,nonpreop
Acute upper resp infect oth sites,4658,ICD,nonpreop
Acute bronchitis,4660,ICD,nonpreop
Pneumonia adenovirus,4800,ICD,nonpreop
Pneumonia respiratory syncy virus,4801,ICD,nonpreop
Uns viral pneumonia,4809,ICD,nonpreop
Pneumococcal pneumonia,481,ICD,nonpreop
Pneumonia other bacteria,48289,ICD,nonpreop
Uns bacterial pneumonia,4829,ICD,nonpreop
Bronchopneumonia organism unspec,485,ICD,nonpreop
Pneumonia organism unspecified,486,ICD,nonpreop
Influenza with pneumonia,4870,ICD,nonpreop
Influenza w oth respiratory manif,4871,ICD,nonpreop
"Obstructive chronic bronchitis, without exacerbation",49120,ICD,nonpreop
"Obstructive chronic bronchitis, with (acute) exacerbation",49121,ICD,nonpreop
Obst chr bronchitis w ac bronchitis,49122,ICD,nonpreop
Other emphysema,4928,ICD,nonpreop
Extrinsic asthma unspecified,49300,ICD,nonpreop
Ex asthma w exacerbation,49302,ICD,nonpreop
"Chronic obstructive asthma, unspecified",49320,ICD,nonpreop
Chronic obst asthma w status asthm,49321,ICD,nonpreop
"Chronic obstructive asthma, with (acute) exacerbation",49322,ICD,nonpreop
"Asthma, unspecified, unspecified status",49390,ICD,nonpreop
Uns asthma w status asthmaticus,49391,ICD,nonpreop
"Asthma, unspecified, with (acute) exacerbation",49392,ICD,nonpreop
Bronchiectasis w acute exacerb,4941,ICD,nonpreop
"Chronic airway obstruction, not elsewhere classified",496,ICD,nonpreop
Pneumonitis inhalation food,5070,ICD,nonpreop
Pleurisy without mention of effusion or current tuberculosis,5110,ICD,nonpreop
Other effusion not tuberculous,5118,ICD,nonpreop
Unspecified pleural effusion,5119,ICD,nonpreop
Pulmonary congestion and hypostasis,514,ICD,nonpreop
Postinflammatory pulmonary fibrosis,515,ICD,nonpreop
Other alveolar pneumonopathy,5168,ICD,nonpreop
Uns alveolar pneumonopathy,5169,ICD,nonpreop
Pulmonary collapse,5180,ICD,nonpreop
Unspecified acute edema of lung,5184,ICD,nonpreop
Pulmonary insuffic trauma surgery,5185,ICD,nonpreop
Acute respiratory failure,51881,ICD,nonpreop
"Other pulmonary insufficiency, not elsewhere classified",51882,ICD,nonpreop
Acute and chronic respiratory failure,51884,ICD,nonpreop
"Other diseases of lung, not elsewhere classified",51889,ICD,nonpreop
Acute bronchospasm,51911,ICD,nonpreop
Oth diseases trachea/bronchus,51919,ICD,nonpreop
Disorders diaphragm,5194,ICD,nonpreop
Oth diseases respiratory system,5198,ICD,nonpreop
Uns disease respiratory system,5199,ICD,nonpreop
Unspecified disease of the jaws,5269,ICD,nonpreop
Uns esophagitis,53010,ICD,nonpreop
Reflux esophagitis,53011,ICD,nonpreop
Oth esophagitis,53019,ICD,nonpreop
Acute gastritis wohemorrhage,53500,ICD,nonpreop
Uns ulcerative colitis,5569,ICD,nonpreop
Acute cholecystitis,5750,ICD,nonpreop
Acute pancreatitis,5770,ICD,nonpreop
Hematemesis,5780,ICD,nonpreop
Celiac disease,5790,ICD,nonpreop
Unspecified acute renal failure,5849,ICD,nonpreop
End stage renal disease,5856,ICD,nonpreop
Diffuse cystic mastopathy,6101,ICD,nonpreop
Mastodynia,61171,ICD,nonpreop
Lump or mass in breast,61172,ICD,nonpreop
Oth signs/symptoms in breast,61179,ICD,nonpreop
Postmenopausal bleeding,6271,ICD,nonpreop
Lupus erythematosus,6954,ICD,nonpreop
Psoriatic arthropathy,6960,ICD,nonpreop
Oth psoriasis,6961,ICD,nonpreop
Systemic sclerosis,7101,ICD,nonpreop
Sicca syndrome,7102,ICD,nonpreop
Uns diffuse connect tissue disease,7109,ICD,nonpreop
Pyogenic arthritis shoulder,71101,ICD,nonpreop
Rheumatoid arthritis,7140,ICD,nonpreop
Rheumatoid arthritis visceral/syst,7142,ICD,nonpreop
Uns inflammatory polyarthropathy,7149,ICD,nonpreop
Uns polyarthrit/arthropth site uns,71650,ICD,nonpreop
Effusion of joint shoulder,71901,ICD,nonpreop
Difficulty in walking,7197,ICD,nonpreop
Degenerat thoracic iv disc,72251,ICD,nonpreop
Oth syndromes affecting cervical,7238,ICD,nonpreop
Pain in thoracic spine,7241,ICD,nonpreop
Lumbago,7242,ICD,nonpreop
Uns thoracic/lumb neuritis/radicul,7244,ICD,nonpreop
Unspecified backache,7245,ICD,nonpreop
Oth symptoms referable to back,7248,ICD,nonpreop
Polymyalgia rheumatica,725,ICD,nonpreop
Oth affections shoulder region,7262,ICD,nonpreop
Muscle weakness (generalized),72887,ICD,nonpreop
Rhabdomyolysis,72888,ICD,nonpreop
Rheumatism uns/fibrositis,7290,ICD,nonpreop
Unspecified myalgia and myositis,7291,ICD,nonpreop
Swelling of limb,72981,ICD,nonpreop
Acute osteomyelitis oth sites,73008,ICD,nonpreop
Uns osteomyelitis site uns,73020,ICD,nonpreop
Uns osteomyelitis oth sites,73028,ICD,nonpreop
Pathological fracture vertebrae,73313,ICD,nonpreop
Tietze's disease,7336,ICD,nonpreop
Kyphosis,73710,ICD,nonpreop
Scoliosis oth conditions,73743,ICD,nonpreop
Acquired deformity chest/rib,7383,ICD,nonpreop
Oth acquired deformity back/spine,7385,ICD,nonpreop
Tetralogy of Fallot,7452,ICD,nonpreop
Ventricular septal defect,7454,ICD,nonpreop
Ostium secundum type atrial septal defect,7455,ICD,nonpreop
Congenital stenosis of aortic valve,7463,ICD,nonpreop
Congenital insufficiency of aortic valve,7464,ICD,nonpreop
Congenital mitral insufficiency,7466,ICD,nonpreop
Congenital coronary artery anomaly,74685,ICD,nonpreop
Other specified congenital anomaly of heart,74689,ICD,nonpreop
Unspecified congenital anomaly of heart,7469,ICD,nonpreop
Congenital atresia and stenosis of aorta,74722,ICD,nonpreop
Oth anomalies aorta,74729,ICD,nonpreop
Uns anomaly lung,74860,ICD,nonpreop
Anomalies diaphragm,7566,ICD,nonpreop
Transient alteration of awareness,78002,ICD,nonpreop
Other alteration of consciousness,78009,ICD,nonpreop
Syncope and collapse,7802,ICD,nonpreop
Dizziness and giddiness,7804,ICD,nonpreop
Fever,7806,ICD,nonpreop
Fever unspecified,78060,ICD,nonpreop
Chronic fatigue syndrome,78071,ICD,nonpreop
Other malaise and fatigue,78079,ICD,nonpreop
Memory loss,78093,ICD,nonpreop
Altered mental status,78097,ICD,nonpreop
Localized superficial swelling,7822,ICD,nonpreop
Edema,7823,ICD,nonpreop
Spontaneous ecchymoses,7827,ICD,nonpreop
Loss of weight,78321,ICD,nonpreop
Headache,7840,ICD,nonpreop
Swelling/mass/lump in head/neck,7842,ICD,nonpreop
Epistaxis,7847,ICD,nonpreop
Jaw pain,78492,ICD,nonpreop
Unspecified tachycardia,7850,ICD,nonpreop
Palpitations,7851,ICD,nonpreop
Undiagnosed cardiac murmurs,7852,ICD,nonpreop
Other abnormal heart sounds,7853,ICD,nonpreop
Unspecified shock,78550,ICD,nonpreop
Cardiogenic shock,78551,ICD,nonpreop
Other shock without mention of trauma,78559,ICD,nonpreop
Enlargement of lymph nodes,7856,ICD,nonpreop
Other symptoms involving cardiovascular system,7859,ICD,nonpreop
Unspecified respiratory abnormality,78600,ICD,nonpreop
Hyperventilation,78601,ICD,nonpreop
Orthopnea,78602,ICD,nonpreop
Apnea,78603,ICD,nonpreop
Shortness of breath,78605,ICD,nonpreop
Tachypnea,78606,ICD,nonpreop
Wheezing,78607,ICD,nonpreop
Other dyspnea and respiratory abnormalities,78609,ICD,nonpreop
Cough,7862,ICD,nonpreop
Hemoptysis unspecified,78630,ICD,nonpreop
"Chest pain, unspecified",78650,ICD,nonpreop
Precordial pain,78651,ICD,nonpreop
Painful respiration,78652,ICD,nonpreop
"Chest pain, other",78659,ICD,nonpreop
Swelling/mass/lump in chest,7866,ICD,nonpreop
Other symptoms involving respiratory system and chest,7869,ICD,nonpreop
Dysphagia,7872,ICD,nonpreop
"Abdominal pain, unspecified site",78900,ICD,nonpreop
"Abdominal pain, right upper quadrant",78901,ICD,nonpreop
Abdom pain l upper quad,78902,ICD,nonpreop
Abdominal pain periumbilic,78905,ICD,nonpreop
"Abdominal pain, epigastric",78906,ICD,nonpreop
"Abdominal pain, generalized",78907,ICD,nonpreop
"Abdominal pain, other specified site",78909,ICD,nonpreop
Abdom/pelvic swelling unsp site,78930,ICD,nonpreop
Other ascites,78959,ICD,nonpreop
Oth abnormality red blood cells,79009,ICD,nonpreop
Elevated sedimentation rate,7901,ICD,nonpreop
Other abnormal glucose,79029,ICD,nonpreop
Other nonspecific abnormal serum enzyme levels,7905,ICD,nonpreop
Oth abnormal blood chemistry,7906,ICD,nonpreop
Bacteremia,7907,ICD,nonpreop
Abnormal arterial blood gases,79091,ICD,nonpreop
Elevated c-reactive protein,79095,ICD,nonpreop
Nonspecific abnormal findings on radiological and other examination of lung field,7931,ICD,nonpreop
Abnormal findings lung field other,79319,ICD,nonpreop
Unsp abnormal mammogram,79380,ICD,nonpreop
Mammographic microcalcification,79381,ICD,nonpreop
Ot abnormal radiolog exam breast,79389,ICD,nonpreop
Nonspecific abnormal results of pulmonary system function study,7942,ICD,nonpreop
Nonspecific abnormal unspecified cardiovascular function study,79430,ICD,nonpreop
Nonspecific abnormal electrocardiogram (ECG) (EKG),79431,ICD,nonpreop
Other nonspecific abnormal cardiovascular system function study,79439,ICD,nonpreop
Nonspecific reaction tb test,7955,ICD,nonpreop
Other abnormal tumor markers,79589,ICD,nonpreop
Hypoxemia,79902,ICD,nonpreop
Symptoms involv emotional state,7992,ICD,nonpreop
Fracture cervical vert unsp cl,80500,ICD,nonpreop
Fracture c2 vertebra closed,80502,ICD,nonpreop
Fracture c3 vertebra closed,80503,ICD,nonpreop
Fracture c4 vertebra closed,80504,ICD,nonpreop
Fracture c5 vertebra closed,80505,ICD,nonpreop
Fracture c6 vertebra closed,80506,ICD,nonpreop
Fracture c7 vertebra closed,80507,ICD,nonpreop
Fracture mult cervical vert cl,80508,ICD,nonpreop
Fracture dorsal vertebra close,8052,ICD,nonpreop
Fracture lumbar vertebra close,8054,ICD,nonpreop
Vertebral fracture unsp closed,8058,ICD,nonpreop
C1-c4 fracture clos/cord inj unsp,80600,ICD,nonpreop
C5-c7 fracture clos/cord inj unsp,80605,ICD,nonpreop
Closed fracture two ribs,80702,ICD,nonpreop
Closed fracture multiple ribs uns,80709,ICD,nonpreop
Closed fracture uns part clavicle,81000,ICD,nonpreop
Fracture gr tuberos humerus closed,81203,ICD,nonpreop
Disloc shoulder unsp closed,83100,ICD,nonpreop
Traum subarachnoid hemorrage,85200,ICD,nonpreop
Traumatic subdural hemorrage,85220,ICD,nonpreop
Traumatic brain hemorrage ot,85300,ICD,nonpreop
Intracranial injury ot,85400,ICD,nonpreop
Traumatic pneumothorax wo open wd,8600,ICD,nonpreop
Lung contusion wo open wound,86121,ICD,nonpreop
Contusion face/scalp/nck,920,ICD,nonpreop
Contusion of shoulder region,92300,ICD,nonpreop
Contusion of uns site,9249,ICD,nonpreop
C1-c4 inj w central cord syndrome,95203,ICD,nonpreop
Uns head injury,95901,ICD,nonpreop
Injury face/neck,95909,ICD,nonpreop
Other injury of abdomen,95912,ICD,nonpreop
Other injury other sites of trunk,95919,ICD,nonpreop
Oth/uns injury shoulder/upper arm,9592,ICD,nonpreop
Injury other sites inc mult sites,9598,ICD,nonpreop
Injury uns site,9599,ICD,nonpreop
Poisoning anticoagulants,9642,ICD,nonpreop
Other/unspec adverse effect drug,9952,ICD,nonpreop
Other adverse effect drug,99529,ICD,nonpreop
Sepsis,99591,ICD,nonpreop
Mechanical complication due to cardiac pacemaker (electrode),99601,ICD,nonpreop
Mechanical complication due to coronary bypass graft,99603,ICD,nonpreop
Malfunction vasc device/graf,9961,ICD,nonpreop
"Other complications due to other cardiac device, implant, and graft",99672,ICD,nonpreop
Complications of transplanted heart,99683,ICD,nonpreop
Complication lung transplant,99684,ICD,nonpreop
Cardiac complications,9971,ICD,nonpreop
Hematoma complication proced,99812,ICD,nonpreop
Accidental op laceration,9982,ICD,nonpreop
Other postop infection,99859,ICD,nonpreop
Traffic acc nos-pers nos,E8199,ICD,nonpreop
Acc cut/hem in surgery,E8700,ICD,nonpreop
Abn react-surg proc nec,E8788,ICD,nonpreop
Fall from slipping nec,E8859,ICD,nonpreop
Fall nec,E8888,ICD,nonpreop
Fall nos,E8889,ICD,nonpreop
Accident nos,E9289,ICD,nonpreop
Adv eff antineoplastic,E9331,ICD,nonpreop
Adv eff antilipemics,E9422,ICD,nonpreop
Contact/exposure to tb,V011,ICD,nonpreop
History malignancy bladder,V1051,ICD,nonpreop
History other malignancy skin,V1083,ICD,nonpreop
History tuberculosis,V1201,ICD,nonpreop
Unspecified circulatory disease,V1250,ICD,nonpreop
Personal history of other diseases of circulatory system,V1259,ICD,nonpreop
History pneumonia,V1261,ICD,nonpreop
